Accuracy(micro-avg),Accuracy(macro-avg),Log-loss,Log-loss reduction,(class area-System.Net),(class area-Infrastructure),(class area-System.Security),(class area-System.IO),(class area-System.Runtime),(class area-System.Xml),(class area-System.Threading),(class area-System.Reflection),(class area-System.Memory),(class area-System.Diagnostics),(class area-Serialization),(class area-System.Drawing),(class area-Meta),(class area-System.Data),(class area-Microsoft.CSharp),(class area-System.Numerics),(class area-System.Text),(class area-System.Globalization),(class area-System.ComponentModel),(class area-System.Collections),(class area-System.Console),(class area-System.Linq)
0.46394984326018807,0.15062073541358498,2.034087361293115,17.539987199648355,0.89056218874086024,1.2522629442815432,2.7632095119898397,1.6728026621125747,2.5899107671454291,4.7208229212259152,3.5294522138658664,3.7999241186926569,1.6238682222199379,2.8270227119361637,2.9730518080442336,3.9013280924156248,4.2918454704143123,2.7209162100316751,4.0753286088146581,3.5317623722210643,2.8159178334440753,2.6064004719216949,3.8631880732863144,4.7545692577320544,6.6956165674396173,4.1845402852931315
