Accuracy(micro-avg),Accuracy(macro-avg),Log-loss,Log-loss reduction,(class area-System.Net),(class area-Infrastructure),(class area-System.Security),(class area-System.IO),(class area-System.Runtime),(class area-System.Xml),(class area-System.Threading),(class area-System.Reflection),(class area-System.Memory),(class area-System.Diagnostics),(class area-Serialization),(class area-System.Drawing),(class area-Meta),(class area-System.Data),(class area-Microsoft.CSharp),(class area-System.Numerics),(class area-System.Text),(class area-System.Globalization),(class area-System.ComponentModel),(class area-System.Collections),(class area-System.Console),(class area-System.Linq)
0.54858934169278994,0.26737821693554287,1.8738011187334453,24.037842633344255,0.64629965776624965,0.39455304194385582,2.2319178512011724,1.5116039056874999,3.5970923234678143,5.0304294618757375,4.7089765026436945,4.1866529365561673,0.87596907295247795,3.392836708906358,2.0720811833102308,5.5364143944905599,5.1646931251344625,2.7240133258017116,5.0149822382041371,4.803687109594093,2.6832814259405597,1.9699579555883568,3.5808644255389046,5.5900464120367959,6.8628044221927071,4.2436456684506183
