Accuracy(micro-avg),Accuracy(macro-avg),Log-loss,Log-loss reduction,(class area-System.Net),(class area-Infrastructure),(class area-System.Security),(class area-System.IO),(class area-System.Runtime),(class area-System.Xml),(class area-System.Threading),(class area-System.Reflection),(class area-System.Memory),(class area-System.Diagnostics),(class area-Serialization),(class area-System.Drawing),(class area-Meta),(class area-System.Data),(class area-Microsoft.CSharp),(class area-System.Numerics),(class area-System.Text),(class area-System.Globalization),(class area-System.ComponentModel),(class area-System.Collections),(class area-System.Console),(class area-System.Linq)
0.29467084639498431,0.046437262120172212,2.4794692491872943,-0.51538095988395627,1.0809938083587931,2.5301939359720214,3.1604451487815188,1.693928640052367,2.90392351933294,5.2597124964000939,3.7311541558220238,4.3204568857259051,2.8363462956653751,3.5662154777943442,3.4935540742076099,4.0772804184890612,4.0247392594943543,2.7305542507177489,4.7916226560782098,4.8762059413406886,3.5898517495579725,3.8912830932801539,4.3745972122536045,3.9965248188884801,5.8804535948648864,4.8984379941993152
