area-System.Net,area-Infrastructure,area-System.Security,area-System.IO,area-System.Runtime,area-System.Xml,area-System.Threading,area-System.Reflection,area-System.Memory,area-System.Diagnostics,area-Serialization,area-System.Drawing,area-Meta,area-System.Data,area-Microsoft.CSharp,area-System.Numerics,area-System.Text,area-System.Globalization,area-System.ComponentModel,area-System.Collections,area-System.Console,area-System.Linq
80,3,3,0,0,0,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,1
22,0:3,1:33,3:3,8:1
22,0:3,2:8,4:2,8:1
22,0:9,1:4,3:10,6:2,8:2,9:3,13:1
22,0:6,1:2,2:3,3:3,4:3,6:1,8:3,20:1
22,0:4,4:1
22,3:1,4:1,12:1,19:1
22,0:1,2:1,3:1,4:1,6:1
22,0:1,1:1,4:2,8:21,12:1
22,0:3,9:3,20:1
22,1:1,3:2,10:6,14:1
22,4:3,9:1
22,0:1,3:1,8:2
22,0:9,1:1,2:1,3:1,12:1,13:4,20:2
22,0:2
22,3:1
22,0:1,3:2,4:1,16:2
22,4:1,11:1,17:2
22,0:2,4:3,8:3,9:1,11:1
22,0:1,1:1,2:2,13:1,14:1
22,0:2,3:1
22,1:1,3:1
