Accuracy(micro-avg),Accuracy(macro-avg),Log-loss,Log-loss reduction,(class area-System.Net),(class area-Infrastructure),(class area-System.Security),(class area-System.IO),(class area-System.Runtime),(class area-System.Xml),(class area-System.Threading),(class area-System.Reflection),(class area-System.Memory),(class area-System.Diagnostics),(class area-Serialization),(class area-System.Drawing),(class area-Meta),(class area-System.Data),(class area-Microsoft.CSharp),(class area-System.Numerics),(class area-System.Text),(class area-System.Globalization),(class area-System.ComponentModel),(class area-System.Collections),(class area-System.Console),(class area-System.Linq)
0.41065830721003133,0.12220052908344541,2.5608069448028403,-3.8127356110357997,0.65705815008266177,1.4385483305149207,3.7807750704900238,1.8600728243949944,2.4174654759892906,8.0510749635089187,4.6688668699529838,5.9105957012376544,2.4532398017850783,3.6983925789399983,4.4256383822072207,4.2306752087566508,7.6420247423467025,3.8946098960209712,4.6194014756131532,3.6259956073815016,3.6767710034966843,2.9243163870174786,4.6510840388865686,9.1042738089813273,7.8873227472493781,9.2459750416445772
