area-System.Net,area-Infrastructure,area-System.Security,area-System.IO,area-System.Runtime,area-System.Xml,area-System.Threading,area-System.Reflection,area-System.Memory,area-System.Diagnostics,area-Serialization,area-System.Drawing,area-Meta,area-System.Data,area-Microsoft.CSharp,area-System.Numerics,area-System.Text,area-System.Globalization,area-System.ComponentModel,area-System.Collections,area-System.Console,area-System.Linq
22,0:70,1:2,3:2,6:2,8:7,9:10,17:1
22,0:1,1:31,3:5,8:2,9:1
22,0:2,1:1,2:5,8:3,9:2,11:1
22,0:6,1:4,3:14,6:2,8:2,9:3
1,2,3,4,2,0,1,0,5,3,0,0,0,0,0,1,0,0,0,0,0,0
22,0:2,3:1,4:1,6:1
22,3:2,8:1,19:1
22,0:1,2:1,3:1,6:1,8:1
22,1:2,3:1,8:23
22,0:2,3:2,9:2,13:1
22,1:1,3:2,10:6,14:1
22,3:2,6:1,9:1
22,3:2,8:1,9:1
22,0:8,1:2,3:2,8:4,13:2,16:1
22,0:2
22,3:1
22,0:1,3:1,4:1,8:1,15:1,16:1
22,1:1,11:1,17:2
22,3:1,4:1,8:3,9:3,18:2
22,0:1,3:2,13:1,14:1,15:1
22,0:1,1:1,3:1
22,1:1,3:1
