Accuracy(micro-avg),Accuracy(macro-avg),Log-loss,Log-loss reduction,(class area-System.Net),(class area-Infrastructure),(class area-System.Security),(class area-System.IO),(class area-System.Runtime),(class area-System.Xml),(class area-System.Threading),(class area-System.Reflection),(class area-System.Memory),(class area-System.Diagnostics),(class area-Serialization),(class area-System.Drawing),(class area-Meta),(class area-System.Data),(class area-Microsoft.CSharp),(class area-System.Numerics),(class area-System.Text),(class area-System.Globalization),(class area-System.ComponentModel),(class area-System.Collections),(class area-System.Console),(class area-System.Linq)
0.54858934169278994,0.26802230968489876,1.893225024181445,23.250415543262623,0.66041172654169655,0.39277296499831627,2.2370426337000691,1.5031421883644636,3.6421218859860942,5.1239267372804003,4.7309813460273222,4.2972082008544676,0.89309287500568335,3.3382301301699289,2.0685606485129568,5.6044826459948753,5.2232773202380214,2.7526328327265563,5.2461833920114014,5.199971206542866,2.7649984350868464,1.9942500568346115,3.5671770082986889,5.6667183202238434,7.0283349556288677,4.0878830043033716
